-2  0 0
-1.994  0 0
-1.988  0 0
-1.982  0 0
-1.976  0 0
-1.97  0 0
-1.964  0 0
-1.958  0 0
-1.952  0 0
-1.946  0 0
-1.94  0 0
-1.934  0 0
-1.928  0 0
-1.922  0 0
-1.916  0 0
-1.91  0 0
-1.904  0 0
-1.898  0 0
-1.892  0 0
-1.886  0 0
-1.88  0 0
-1.874  0 0
-1.868  0 0
-1.862  0 0
-1.856  0 0
-1.85  0 0
-1.844  0 0
-1.838  0 0
-1.832  0 0
-1.826  0 0
-1.82  0 0
-1.814  0 0
-1.808  0 0
-1.802  0 0
-1.796  0 0
-1.79  0 0
-1.784  0 0
-1.778  0 0
-1.772  0 0
-1.766  0 0
-1.76  0 0
-1.754  0 0
-1.748  0 0
-1.742  0 0
-1.736  0 0
-1.73  0 0
-1.724  0 0
-1.718  0 0
-1.712  0 0
-1.706  0 0
-1.7  0 0
-1.694  0 0
-1.688  0 0
-1.682  0 0
-1.676  0 0
-1.67  0 0
-1.664  0 0
-1.658  0 0
-1.652  0 0
-1.646  0 0
-1.64  0 0
-1.634  0 0
-1.628  0 0
-1.622  0 0
-1.616  0 0
-1.61  0 0
-1.604  0 0
-1.598  0 0
-1.592  0 0
-1.586  0 0
-1.58  0 0
-1.574  0 0
-1.568  0 0
-1.562  0 0
-1.556  0 0
-1.55  0 0
-1.544  0 0
-1.538  0 0
-1.532  0 0
-1.526  0 0
-1.52  0 0
-1.514  0 0
-1.508  0 0
-1.502  0 0
-1.496  0 0
-1.49  0 0
-1.484  0 0
-1.478  0 0
-1.472  0 0
-1.466  0 0
-1.46  0 0
-1.454  0 0
-1.448  0 0
-1.442  0 0
-1.436  0 0
-1.43  0 0
-1.424  0 0
-1.418  0 0
-1.412  0 0
-1.406  0 0
-1.4  0 0
-1.394  0 0
-1.388  0 0
-1.382  0 0
-1.376  0 0
-1.37  0 0
-1.364  0 0
-1.358  0 0
-1.352  0 0
-1.346  0 0
-1.34  0 0
-1.334  0 0
-1.328  0 0
-1.322  0 0
-1.316  0 0
-1.31  0 0
-1.304  0 0
-1.298  0 0
-1.292  0 0
-1.286  0 0
-1.28  0 0
-1.274  0 0
-1.268  0 0
-1.262  0 0
-1.256  0 0
-1.25  0 0
-1.244  0 0
-1.238  0 0
-1.232  0 0
-1.226  0 0
-1.22  0 0
-1.214  0 0
-1.208  0 0
-1.202  0 0
-1.196  0 0
-1.19  0 0
-1.184  0 0
-1.178  0 0
-1.172  0 0
-1.166  0 0
-1.16  0 0
-1.154  0 0
-1.148  0 0
-1.142  0 0
-1.136  0 0
-1.13  0 0
-1.124  0 0
-1.118  0 0
-1.112  0 0
-1.106  0 0
-1.1  0 0
-1.094  0 0
-1.088  0 0
-1.082  0 0
-1.076  0 0
-1.07  0 0
-1.064  0 0
-1.058  0 0
-1.052  0 0
-1.046  0 0
-1.04  0 0
-1.034  0 0
-1.028  0 0
-1.022  0 0
-1.016  0 0
-1.01  0 0
-1.004  0 0
-0.998  0 0
-0.992  0 0
-0.986  0 0
-0.98  0 0
-0.974  0 0
-0.968  0 0
-0.962  0 0
-0.956  0 0
-0.95  0 0
-0.944  0 0
-0.938  0 0
-0.932  0 0
-0.926  0 0
-0.92  0 0
-0.914  0 0
-0.908  0 0
-0.902  0 0
-0.896  0 0
-0.89  0 0
-0.884  0 0
-0.878  0 0
-0.872  0 0
-0.866  0 0
-0.86  0 0
-0.854  0 0
-0.848  0 0
-0.842  0 0
-0.836  0 0
-0.83  0 0
-0.824  0 0
-0.818  0 0
-0.812  0 0
-0.806  0 0
-0.8  0 0
-0.794  0 0
-0.788  0 0
-0.782  0 0
-0.776  0 0
-0.77  0 0
-0.764  0 0
-0.758  0 0
-0.752  0 0
-0.746  0 0
-0.74  0 0
-0.734  0 0
-0.728  0 0
-0.722  0 0
-0.716  0 0
-0.71  0 0
-0.704  0 0
-0.698  0 0
-0.692  0 0
-0.686  0 0
-0.68  0 0
-0.674  0 0
-0.668  0 0
-0.662  0 0
-0.656  0 0
-0.65  0 0
-0.644  0 0
-0.638  0 0
-0.632  0 0
-0.626  0 0
-0.62  0 0
-0.614  0 0
-0.608  0 0
-0.602  0 0
-0.596  0 0
-0.59  0 0
-0.584  0 0
-0.578  0 0
-0.572  0 0
-0.566  0 0
-0.56  0 0
-0.554  0 0
-0.548  0 0
-0.542  0 0
-0.536  0 0
-0.53  0 0
-0.524  0 0
-0.518  0 0
-0.512  0 0
-0.506  0 0
-0.5  0 0
-0.494  0 0
-0.488  0 0
-0.482  0 0
-0.476  0 0
-0.47  0 0
-0.464  0 0
-0.458  0 0
-0.452  0 0
-0.446  0 0
-0.44  0 0
-0.434  0 0
-0.428  0 0
-0.422  0 0
-0.416  0 0
-0.41  0 0
-0.404  0 0
-0.398  0 0
-0.392  0 0
-0.386  0 0
-0.38  0 0
-0.374  0 0
-0.368  0 0
-0.362  0 0
-0.356  0 0
-0.35  0 0
-0.344  0 0
-0.338  0 0
-0.332  0 0
-0.326  0 0
-0.32  0 0
-0.314  0 0
-0.308  0 0
-0.302  0 0
-0.296  0 0
-0.29  0 0
-0.284  0 0
-0.278  0 0
-0.272  0 0
-0.266  0 0
-0.26  0 0
-0.254  0 0
-0.248  0 0
-0.242  0 0
-0.236  0 0
-0.23  0 0
-0.224  0 0
-0.218  0 0
-0.212  0 0
-0.206  0 0
-0.2  0 0
-0.194  0 0
-0.188  0 0
-0.182  0 0
-0.176  0 0
-0.17  0 0
-0.164  0 0
-0.158  0 0
-0.152  0 0
-0.146  0 0
-0.14  0 0
-0.134  0 0
-0.128  0 0
-0.122  0 0
-0.116  0 0
-0.11  0 0
-0.104  0 0
-0.098  0 0
-0.092  0 0
-0.086  0 0
-0.08  0 0
-0.074  0 0
-0.068  0 0
-0.062  0 0
-0.056  0 0
-0.05  0 0
-0.044  0 0
-0.038  0 0
-0.032  0 0
-0.026  0 0
-0.02  0 0
-0.014  0 0
-0.008  0 0
-0.002  0 0
0.004  68.5293783 42.3169882
0.01  73.8718923 47.6254642
0.016  79.1529747 52.129333
0.022  84.017298 56.1299251
0.028  88.5016616 59.7687746
0.034  92.6691346 63.1315033
0.04  96.5730582 66.2745831
0.046  100.255165 69.2375235
0.052  103.747945 72.0492232
0.058  107.076985 74.7315667
0.064  110.26275 77.3015964
0.07  113.321852 79.7728905
0.076  116.267976 82.1564754
0.082  119.112534 84.4614515
0.088  121.865159 86.6954336
0.094  124.534061 88.8648706
0.1  127.126303 90.9752817
0.106  129.648014 93.0314338
0.112  132.104549 95.0374785
0.118  134.500621 96.9970576
0.124  136.8404 98.9133875
0.13  139.127601 100.789325
0.136  141.365547 102.627424
0.142  143.557225 104.429973
0.148  145.70533 106.19904
0.154  147.812309 107.936495
0.16  149.880384 109.644037
0.166  151.911586 111.32322
0.172  153.907774 112.975462
0.178  155.870655 114.602066
0.184  157.801804 116.204234
0.19  159.702671 117.783072
0.196  161.574603 119.339608
0.202  163.418847 120.87479
0.208  165.236563 122.389506
0.214  167.028832 123.884578
0.22  168.796664 125.360776
0.226  170.541004 126.818819
0.232  172.262735 128.259383
0.238  173.962688 129.683099
0.244  175.641643 131.090564
0.25  177.300335 132.482337
0.256  178.939457 133.858946
0.262  180.559662 135.220889
0.268  182.161569 136.56864
0.274  183.745761 137.902642
0.28  185.312795 139.223321
0.286  186.863194 140.531076
0.292  188.39746 141.826289
0.298  189.916065 143.109323
0.304  191.419462 144.380522
0.31  192.908081 145.640215
0.316  194.382332 146.888716
0.322  195.842607 148.126323
0.328  197.289279 149.353323
0.334  198.722706 150.56999
0.34  200.14323 151.776583
0.346  201.551178 152.973355
0.352  202.946863 154.160544
0.358  204.330587 155.338382
0.364  205.702637 156.507089
0.37  207.063291 157.666877
0.376  208.412814 158.81795
0.382  209.751464 159.960505
0.388  211.079485 161.09473
0.394  212.397114 162.220806
0.4  213.70458 163.338909
0.406  215.002103 164.449208
0.412  216.289894 165.551865
0.418  217.568158 166.647037
0.424  218.837092 167.734876
0.43  220.096887 168.815529
0.436  221.347727 169.889136
